Date,Open,High,Low,Close,Adj Close,Volume
2018-05-01,3240.000000,3407.000000,3231.000000,3377.000000,3377.000000,1305803
2018-06-01,3361.000000,3449.000000,3338.000000,3379.000000,3379.000000,1639923
2018-07-01,3346.000000,3525.000000,3341.000000,3496.500000,3496.500000,1083838
2018-08-01,3496.000000,3618.000000,3461.000000,3567.500000,3567.500000,1080177
2018-09-01,3586.000000,3615.000000,3500.000000,3566.500000,3566.500000,1348065
2018-10-01,3570.000000,3586.000000,3252.000000,3374.500000,3374.500000,3012377
2018-11-01,3343.000000,3413.000000,3268.000000,3391.000000,3391.000000,1442534
2018-12-01,3462.000000,3479.000000,3049.500000,3142.000000,3142.000000,1410397
2019-01-01,3142.000000,3311.000000,3092.000000,3284.000000,3284.000000,2194970
2019-02-01,3281.000000,3437.000000,3281.000000,3350.000000,3350.000000,1347519
2019-03-01,3373.000000,3467.000000,3331.000000,3442.000000,3442.000000,923088
2019-04-01,3462.000000,3597.000000,3449.000000,3555.000000,3555.000000,805297
2019-05-01,3579.000000,3579.000000,3421.000000,3481.500000,3481.500000,1837238
2019-06-01,3467.000000,3673.000000,3439.000000,3642.500000,3642.500000,1293117
2019-07-01,3699.000000,3883.118896,3692.000000,3838.500000,3838.500000,5587796
2019-08-01,3836.000000,3860.000000,3643.639893,3729.500000,3729.500000,885351
2019-09-01,3753.000000,3808.560059,3715.000000,3777.000000,3777.000000,1398488
2019-10-01,3792.000000,3811.000000,3601.000000,3668.500000,3668.500000,1717606
2019-11-01,3677.000000,3819.560059,3675.000000,3785.500000,3785.500000,1027968
2019-12-01,3799.000000,3878.000000,3682.000000,3790.500000,3790.500000,1856057
2020-01-01,3790.500000,3950.560059,3778.500000,3778.500000,3778.500000,1646291
2020-02-01,3790.000000,3995.000000,34.580002,35.264999,35.264999,1083870
2020-03-01,36.340000,37.734501,28.980000,32.150002,32.150002,3522311
2020-04-01,31.059999,35.677509,30.139999,34.674999,34.674999,1538502
2020-05-01,33.910000,37.500000,33.721249,36.860001,36.860001,1176018
2020-06-01,37.220001,38.459999,35.761299,37.689999,37.689999,1453875
2020-07-01,37.779999,39.151020,37.049999,37.185001,37.185001,1022083
2020-08-01,37.369999,39.597599,37.360001,39.105000,39.105000,745683
2020-09-01,39.200001,40.088470,38.049999,39.090000,39.090000,1023479
2020-10-01,39.240002,40.828892,37.467979,37.740002,37.740002,1014820
2020-11-01,37.939999,41.665958,37.919998,41.145000,41.145000,1363884
2020-12-01,41.439999,42.580002,41.361000,41.810001,41.810001,1199166
2021-01-01,41.810001,43.209999,41.389999,41.389999,41.389999,937279
2021-02-01,41.570000,43.529999,41.470001,41.820000,41.820000,1160654
2021-03-01,42.110001,43.570000,41.143299,43.439999,43.439999,1460389
2021-04-01,43.580002,45.614601,43.544399,45.340000,45.340000,1022936
2021-05-01,45.340000,45.540001,43.184399,44.919998,44.919998,749854
2021-06-01,44.840000,46.599998,44.653400,46.459999,46.459999,2222935
2021-07-01,46.580002,46.980000,46.470001,46.869999,46.869999,52201
