Date,Open,High,Low,Close,Adj Close,Volume
2009-12-01,1542.140015,1615.589966,1542.140015,1615.589966,1615.589966,5983
2010-01-01,1615.589966,1658.219971,1548.569946,1548.569946,1548.569946,23206
2010-02-01,1567.949951,1648.800049,1552.369995,1646.280029,1646.280029,13787
2010-03-01,1687.290039,1787.479980,1687.290039,1776.069946,1776.069946,55131
2010-04-01,1755.780029,1778.589966,1734.189941,1745.060059,1745.060059,39587
2010-05-01,1745.060059,1745.060059,1601.729980,1665.260010,1665.260010,26371
2010-06-01,1630.000000,1679.949951,1549.140015,1549.140015,1549.140015,14987
2010-07-01,1549.140015,1624.619995,1541.000000,1597.000000,1597.000000,9410
2010-08-01,1597.000000,1623.000000,1547.000000,1567.000000,1567.000000,56644
2010-09-01,1577.000000,1678.000000,1577.000000,1671.000000,1671.000000,360591
2010-10-01,1671.000000,1755.949951,1662.000000,1706.000000,1706.000000,548440
2010-11-01,1706.000000,1748.000000,1700.000000,1735.000000,1735.000000,44080
2010-12-01,1740.000000,1856.000000,1740.000000,1851.000000,1851.000000,46461
2011-01-01,1851.000000,1866.000000,1818.000000,1823.000000,1823.000000,202001
2011-02-01,1827.000000,1880.000000,1827.000000,1857.500000,1857.500000,78480
2011-03-01,1864.000000,1868.040039,1742.099976,1863.500000,1863.500000,363460
2011-04-01,1876.000000,1876.000000,1806.129028,1868.500000,1868.500000,336572
2011-05-01,1868.500000,1886.949951,1824.000000,1852.500000,1852.500000,312596
2011-06-01,1858.000000,1858.000000,1778.665039,1872.500000,1872.500000,1851555
2011-07-01,1887.000000,1915.000000,1793.000000,1800.500000,1800.500000,343365
2011-08-01,1800.000000,1800.000000,1541.069946,1693.000000,1693.000000,2503470
2011-09-01,1685.000000,1698.000000,1572.199951,1613.500000,1613.500000,489535
2011-10-01,1581.000000,1775.400024,1231.572021,1721.500000,1721.500000,261658
2011-11-01,1686.400024,1721.500000,1605.000000,1707.500000,1707.500000,1289919
2011-12-01,1713.000000,1744.000000,1679.400024,1736.500000,1736.500000,224265
2012-01-01,1736.500000,1822.000000,1736.500000,1789.500000,1789.500000,169300
2012-02-01,1810.000000,1906.099976,1810.000000,1859.500000,1859.500000,3449424
2012-03-01,1869.000000,1914.000000,1839.699951,1879.500000,1879.500000,1179041
2012-04-01,1879.000000,1896.000000,1797.000000,1827.500000,1827.500000,740896
2012-05-01,1833.500000,1838.000000,1720.000000,1748.000000,1748.000000,147012
2012-06-01,1746.000000,1810.000000,1727.500000,1808.000000,1808.000000,80977
2012-07-01,1821.000000,1849.150024,1785.199951,1843.000000,1843.000000,840578
2012-08-01,1855.000000,1904.099976,1841.150024,1865.500000,1865.500000,139676
2012-09-01,1865.000000,1923.699951,1845.900024,1875.000000,1875.000000,17014
2012-10-01,1893.000000,1928.000000,1860.000000,1869.000000,1869.000000,453965
2012-11-01,1889.000000,1906.000000,1820.000000,1906.000000,1906.000000,1241835
2012-12-01,1907.000000,1934.000000,1887.000000,1896.000000,1896.000000,32253
2013-01-01,1945.000000,2090.300049,1936.400024,2063.000000,2063.000000,694751
2013-02-01,2079.000000,2180.300049,2065.600098,2158.000000,2158.000000,751700
2013-03-01,2159.000000,2251.300049,2159.000000,2202.500000,2202.500000,255879
2013-04-01,2202.500000,2226.300049,2154.000000,2210.500000,2210.500000,252656
2013-05-01,2216.000000,2393.000000,2204.000000,2299.000000,2299.000000,382417
2013-06-01,2248.000000,2267.500000,2133.000000,2221.000000,2221.000000,670710
2013-07-01,2220.000000,2351.000000,2203.600098,2341.000000,2341.000000,75985
2013-08-01,2371.000000,2374.300049,2237.000000,2242.500000,2242.500000,686582
2013-09-01,2255.000000,2325.000000,2251.100098,2253.000000,2253.000000,493424
2013-10-01,2262.000000,2382.000000,2244.000000,2368.000000,2368.000000,316837
2013-11-01,2368.000000,2397.000000,2339.000000,2361.000000,2361.000000,185098
2013-12-01,2350.000000,2407.394043,2298.000000,2376.000000,2376.000000,265873
2014-01-01,2376.000000,2408.969971,2279.060059,2305.500000,2305.500000,130242
2014-02-01,2310.000000,2390.000000,2269.040039,2379.500000,2379.500000,436432
2014-03-01,2359.000000,2407.899902,2340.050049,2390.500000,2390.500000,307389
2014-04-01,2405.000000,2433.959961,2328.030029,2382.000000,2382.000000,367981
2014-05-01,2393.000000,2452.959961,2363.530029,2447.500000,2447.500000,116654
2014-06-01,2459.000000,2484.949951,2401.000000,2448.500000,2448.500000,386673
2014-07-01,2453.000000,2484.969971,2420.475098,2444.500000,2444.500000,4346439
2014-08-01,2420.000000,2544.510010,2386.500000,2532.500000,2532.500000,412336
2014-09-01,2528.000000,2623.000000,2510.000000,2534.000000,2534.000000,485196
2014-10-01,2528.000000,2591.000000,2351.659912,2579.000000,2579.000000,736101
2014-11-01,2588.000000,2696.120117,2550.000000,2694.000000,2694.000000,1014262
2014-12-01,2676.000000,2722.000000,2527.879883,2675.000000,2675.000000,513406
2015-01-01,2675.000000,2774.120117,2632.000000,2709.000000,2709.000000,873783
2015-02-01,2704.000000,2995.590088,2690.000000,2786.500000,2786.500000,2133119
2015-03-01,2794.000000,2924.500000,2759.000000,2861.500000,2861.500000,1115773
2015-04-01,2867.000000,2962.000000,2811.000000,2830.500000,2830.500000,1569379
2015-05-01,2833.000000,2908.000000,2760.000000,2843.000000,2843.000000,2397216
2015-06-01,2857.000000,2869.107910,2696.560059,2703.000000,2703.000000,3119185
2015-07-01,2718.000000,2811.560059,2705.560059,2774.500000,2774.500000,1747529
2015-08-01,2760.000000,2788.772949,2400.000000,2647.500000,2647.500000,2990715
2015-09-01,2627.000000,2646.340088,2487.341064,2566.500000,2566.500000,6980821
2015-10-01,2603.000000,2753.000000,2456.320068,2720.000000,2720.000000,3575239
2015-11-01,2710.000000,3027.024902,2676.750000,2782.500000,2782.500000,3785017
2015-12-01,2793.000000,2826.000000,2637.040039,2783.500000,2783.500000,3210805
2016-01-01,2783.500000,2783.500000,2557.000000,2701.500000,2701.500000,2484182
2016-02-01,2715.000000,2790.000000,2488.449951,2768.000000,2768.000000,1862009
2016-03-01,2755.000000,2882.620117,2751.250000,2846.500000,2846.500000,7274873
2016-04-01,2831.000000,2954.570068,2824.000000,2824.500000,2824.500000,3526481
2016-05-01,2824.500000,2879.000000,2773.379883,2873.000000,2873.000000,1446319
2016-06-01,2886.000000,3102.731934,2828.439941,3101.000000,3101.000000,2765726
2016-07-01,3110.000000,3276.520020,3101.282959,3242.500000,3242.500000,3099437
2016-08-01,3267.000000,3394.000000,3185.000000,3289.000000,3289.000000,2391121
2016-09-01,3290.000000,3366.479980,3192.101074,3339.500000,3339.500000,1077192
2016-10-01,3362.000000,3554.000000,3361.000000,3492.000000,3492.000000,1440668
2016-11-01,3482.000000,3502.879883,3180.149902,3470.500000,3470.500000,1875998
2016-12-01,3452.000000,3643.899902,3390.760010,3607.000000,3607.000000,2214261
2017-01-01,3607.000000,3746.000000,3596.000000,3591.500000,3591.500000,1402287
2017-02-01,3610.000000,3760.000000,3563.300049,3748.000000,3748.000000,1564250
2017-03-01,3783.000000,3868.120117,3687.239990,3762.500000,3762.500000,1769745
2017-04-01,3774.000000,3793.891113,3630.134033,3690.000000,3690.000000,1748521
2017-05-01,3690.000000,3812.000000,3633.627930,3774.000000,3774.000000,4414303
2017-06-01,3797.000000,3902.000000,3762.100098,3764.500000,3764.500000,1340755
2017-07-01,3780.000000,3869.639893,3740.439941,3804.000000,3804.000000,6454782
2017-08-01,3809.000000,3899.000000,3790.000000,3893.500000,3893.500000,1064057
2017-09-01,3895.000000,3895.564941,3738.709961,3825.000000,3825.000000,2945043
2017-10-01,3855.000000,3987.353027,3840.550049,3944.500000,3944.500000,1960802
2017-11-01,3956.000000,4022.000000,3930.447021,3952.000000,3952.000000,2994903
2017-12-01,3947.000000,4054.000000,3934.000000,4032.000000,4032.000000,1388370
2018-01-01,4032.000000,4136.000000,3995.000000,4012.500000,4012.500000,1481378
2018-02-01,4019.000000,4020.000000,3779.000000,3992.500000,3992.500000,1187439
2018-03-01,3968.000000,4027.000000,3718.000000,3805.500000,3805.500000,774196
2018-04-01,3805.500000,3971.000000,3715.000000,3957.000000,3957.000000,881063
2018-05-01,3938.000000,4140.000000,3931.000000,4103.500000,4103.500000,976455
2018-06-01,4111.000000,4211.000000,4088.000000,4143.000000,4143.000000,864342
2018-07-01,4096.000000,4318.000000,4096.000000,4281.500000,4281.500000,1303855
2018-08-01,4284.000000,4429.000000,4235.000000,4370.000000,4370.000000,1105060
2018-09-01,4392.000000,4426.000000,4285.000000,4390.000000,4390.000000,996351
2018-10-01,4395.000000,4419.000000,4001.000000,4151.500000,4151.500000,1407612
2018-11-01,4115.000000,4205.000000,4016.000000,4169.500000,4169.500000,1481655
2018-12-01,4256.000000,4280.000000,3763.000000,3879.500000,3879.500000,1085762
2019-01-01,3879.500000,4087.000000,3808.000000,4051.500000,4051.500000,1008563
2019-02-01,4070.000000,4243.000000,4068.000000,4139.500000,4139.500000,885241
2019-03-01,4168.000000,4299.000000,4120.000000,4271.000000,4271.000000,862722
2019-04-01,4294.000000,4463.000000,4274.000000,4411.500000,4411.500000,1631433
2019-05-01,4440.000000,4440.000000,4239.000000,4320.000000,4320.000000,2200613
2019-06-01,4301.000000,4585.000000,4270.000000,4549.000000,4549.000000,1598112
2019-07-01,4592.000000,4852.845215,4592.000000,4795.000000,4795.000000,3552886
2019-08-01,4780.000000,4827.356934,4545.000000,4661.500000,4661.500000,1816526
2019-09-01,4677.000000,4775.819824,4656.000000,4739.000000,4739.000000,1092067
2019-10-01,4749.000000,4779.449219,58.615002,4607.500000,4607.500000,1620268
2019-11-01,4617.000000,4798.600098,4615.449219,4754.500000,4754.500000,1268660
2019-12-01,4788.000000,4901.698242,4624.759766,4773.000000,4773.000000,1646715
2020-01-01,4773.000000,4986.000000,4764.000000,4769.000000,4769.000000,1633652
2020-02-01,4811.000000,5040.000000,43.578789,44.599998,44.599998,1996903
2020-03-01,45.630001,47.345001,36.529999,40.779999,40.779999,3987497
2020-04-01,39.320000,45.389999,38.171680,43.889999,43.889999,2137571
2020-05-01,43.080002,47.599998,42.689999,46.660000,46.660000,2406417
2020-06-01,47.189999,48.939999,45.369999,47.840000,47.840000,4056593
2020-07-01,48.029999,49.918251,47.152100,47.340000,47.340000,2519605
2020-08-01,47.990002,50.439999,47.577599,49.790001,49.790001,1491182
2020-09-01,49.880001,51.064899,48.540001,49.930000,49.930000,1951356
2020-10-01,50.080002,52.126598,47.806900,48.099998,48.099998,1815027
2020-11-01,48.480000,53.364498,48.380001,52.419998,52.419998,2132571
2020-12-01,52.959999,54.580002,52.893200,53.575001,53.575001,2048069
2021-01-01,53.575001,55.369999,53.070000,53.134998,53.134998,2000988
2021-02-01,53.419998,55.880001,53.106400,53.544998,53.544998,1294036
2021-03-01,53.900002,56.040001,52.820000,55.900002,55.900002,1970520
2021-04-01,56.080002,58.680000,56.000000,58.305000,58.305000,2122829
2021-05-01,58.305000,58.580002,55.580002,57.785000,57.785000,1247509
2021-06-01,57.560001,60.259998,57.395000,60.014999,60.014999,1547440
2021-07-01,60.139999,60.830002,60.049999,60.549999,60.549999,273949
